Район;Тип н п;Наименование нас пункта;Наименование;Адрес;ИНН;Контакты;Широта;Долгота;Тип учреждения;Тип подключения (сущ);Скорость подключения (сущ);Тип подключения (план);Скорость подключения (план)
Кулинский район;Село;2-я Цовкра;МКОУ 2-ЦОВКРИНСКАЯ СОШ;Республика Дагестан, Кулинский район, с. 2-я Цовкра;;;42,039997;47,152269;;Спутник;1.0;ВОЛС;50.0
Гунибский район;Село;Куяда;МКОУ АГАДИНСКАЯ СОШ;Республика Дагестан, Гунибский район, с. Куяда;;;42,418941;46,814247;;Медь;4.0;ВОЛС;50.0
Хасавюртовский район;Село;Аджимажагатюрт;МКОУ АДЖИМАЖАГАТЮРТОВСКАЯ СОШ;Республика Дагестан, Хасавюртовский район, с. Аджимажагатюрт;;;43,349412;46,506883;;Медь;12.0;ВОЛС;50.0
Магарамкентский район;Село;Азадоглы;МКОУ АЗАДОГЛЫНСКАЯ СОШ;Республика Дагестан, Магарамкентский район, с. Азадоглы;;;41,829188;48,446082;;Спутник;1.0;ВОЛС;50.0
Сергокалинский район;Село;Аймаумахи;МКОУ АЙМАУМАХИНСКАЯ СОШ;Республика Дагестан, Сергокалинский район, с. Аймаумахи;;;42,364451;47,573457;;Медь;4.0;ВОЛС;50.0
Хасавюртовский район;Село;Акбулатюрт;МКОУ АКБУЛАТЮРТОВСКАЯ СОШ;Республика Дагестан, Хасавюртовский район, с. Акбулатюрт;;;43,460143;46,387821;;Медь;12.0;ВОЛС;50.0
Кизилюртовский район;Село;Акнада;МКОУ АКНАДИНСКАЯ СОШ;Республика Дагестан, Кизилюртовский район, с. Акнада;;;43,378836;46,909413;;Медь;4.0;ВОЛС;50.0
Курахский район;Село;Аладаш;МКОУ АЛАДАШСКАЯ СОШ;Республика Дагестан, Курахский район, с. Аладаш;;;41,907473;48,349916;;Медь;4.0;ВОЛС;50.0
Кизлярский район;Село;Александрия;МКОУ Александрийская СОШ;Республика Дагестан, Кизлярский район, с. Александрия;;;43,906484;47,130206;;Медь;4.0;ВОЛС;50.0
Хунзахский район;Село;Амуши;МКОУ Амушинская СОШ;Республика Дагестан, Хунзахский район, с. Амуши;;;42,638357;46,486152;;Медь;4.0;ВОЛС;50.0
Ботлихский район;Село;Анди;МКОУ АНДИЙСКАЯ СОШ №1;Республика Дагестан, Ботлихский район с. Анди;;;42,786822;46,257312;;Медь;4.0;ВОЛС;50.0
Ботлихский район;Село;Анди;МКОУ АНДИЙСКАЯ СОШ №2;Республика Дагестан, Ботлихский район с. Анди;;;42,784722;46,2625;;Медь;4.0;ВОЛС;50.0
Шамильский район;Село;Андых;МКОУ Андыхская СОШ;Республика Дагестан, Шамильский район, с. Андых;;;42,514761;46,593424;;Медь;4.0;ВОЛС;50.0
Тарумовский район;Село;Александро-Невская;МКОУ А-НЕВСКАЯ СОШ;Республика Дагестан, Тарумовский район, с. Александро-Невская;;;43,921026;46,556505;;Медь;4.0;ВОЛС;50.0
Ботлихский район;Село;Ансалта;МКОУ АНСАЛТИНСКАЯ СОШ;Республика Дагестан, Ботлихский район с. Ансалта;;;42,690536;46,115731;;Медь;4.0;ВОЛС;50.0
Курахский район;Село;Арабляр;МКОУ АРАБЛЯРСКАЯ СОШ;Республика Дагестан, Курахский район, с. Арабляр;;;41,931076;48,374278;;Медь;4.0;ВОЛС;50.0
Левашинский район;Село;Арада-Чугли;МКОУ АРАДА- ЧУГЛИНСКАЯ СОШ;Республика Дагестан, Левашинский район с. Арада-Чугли;;;42,492222;47,228056;;Медь;4.0;ВОЛС;50.0
Унцукульский район;Село;Аракани;МКОУ АРАКАНСКАЯ СОШ;Республика Дагестан, Унцукульский район, с. Аракани;;;42,6102;46,991916;;Медь;4.0;ВОЛС;50.0
Табасаранский район;Село;Арак;МКОУ АРАКСКАЯ СОШ;Республика Дагестан, Табасаранский район, с. Арак;;;41,963153;47,990718;;Медь;4.0;ВОЛС;50.0
Левашинский район;Село;Арши;МКОУ АРШИНСКАЯ СОШ;Республика Дагестан, Левашинский район с. Арши;;;42,400476;47,124916;;Медь;4.0;ВОЛС;50.0
Сулейман-Стальский район;Село;Асаликент;МКОУ АСАЛИКЕНТСКАЯ ООШ;Республика Дагестан, Сулейман-стальский район, с. Асаликент;;;41,629686;48,166148;;Медь;4.0;ВОЛС;50.0
Шамильский район;Село;Ассаб;МКОУ АССАБСКАЯ СОШ;Республика Дагестан, Шамильский район, с. Ассаб;;;42,470641;46,493001;;Медь;4.0;ВОЛС;50.0
Новолакский район;Село;Ахар;МКОУ АХАРСКАЯ СОШ;Республика Дагестан, Новолакский район, с. Ахар;;;43,16298;47,463288;;Медь;4.0;ВОЛС;50.0
Карабудахкентский район;Село;Ачису;МКОУ АЧИСИНСКАЯ СОШ №2;Республика Дагестан, Карабудахкентский район, с. Ачису;;;42,650999;47,680842;;Медь;4.0;ВОЛС;50.0
Сулейман-Стальский район;Село;Ашагакартас;МКОУ АШАГАКАРТАССКАЯ ООШ;Республика Дагестан, Сулейман-стальский район, с. Ашагакартас;;;41,631562;48,119513;;Медь;4.0;ВОЛС;50.0
